序號,漢字,Unicode,字集,有疑問／想挑戰紀錄,台客語,IICore台,IICore港,甲表,乙表,小字典,重編,縣市名,路名,姓氏,考生,城市,JIS,字型數,分類,附註
2469,濕,06FD5,Big5-1,客,A,A,,V,V,V,,1,,,2,2,人,14,不分類,14 都有收
5153,濮,06FEE,Big5-1,,A,,,V,,V,,,322,34,,2,,13,中國地名,山東省濮縣
2479,濰,06FF0,Big5-1,,A,A,,V,,V,,,,95,,3,,14,不分類,14 都有收
6214,瀅,7005,Big5-2,,A,A,,V,,V,,,,1047,,3,,10,姓氏、人名,
5154,瀘,7018,Big5-1,台,A,A,,V,,V,,,,,,2,,13,中國地名,瀘水
6215,瀞,0701E,CJK,,A,A,,,,,,,,1029,10,1,,10,姓氏、人名,
5530,瀣,7023,Big5-2,,A,A,,V,,V,,,,,,4,,12,,沆瀣一氣
5155,瀧,7027,Big5-2,台,A,A,,V,,V,,8,,67,3,1,人,13,姓氏、人名,有一大卡車叫瀧的店
5156,瀲,7032,Big5-1,,A,,,V,,V,,,,2,,2,,13,古漢文,水光瀲灩晴方好
2499,灝,0705D,Big5-2,,A,A,,V,,V,,,,225,,3,,14,不分類,14 都有收
5876,灞,0705E,Big5-1,,A,,,V,,V,,,,,,3,,11,命名常用,
5877,灩,7069,Big5-2,,C,,,V,,V,,1,,1,,4,,11,,
6559,炅,7085,Big5-2,,A,A,,V,,V,,,,36,,3,,9,,
5532,炆,7086,Big5-2,客,B,B,,,,,,,,6,,4,,12,,一種烹調法 也有公司命名用
6219,炔,7094,Big5-2,,A,,,V,,V,,,,,,,,10,,
5157,炤,070A4,Big5-1,台,A,A,,V,,V,,,,104,,3,,13,姓氏、人名,王炤霖
6220,炷,070B7,Big5-2,,A,A,,V,,V,,,,3,,3,,10,,
6900,烔,070D4,Big5-2,,B,,,,,,,,,5,,3,,8,,
5158,烟,070DF,CJK,,A,A,,,,V,,,,13,,2,,13,異體,煙
2526,烯,070EF,Big5-1,,A,A,,V,V,V,,,,,,,,14,不分類,14 都有收
6222,烴,070F4,Big5-2,,C,,,V,,V,,,,,,,,10,,烴ㄊㄧㄥ類
5159,烷,070F7,Big5-2,,A,A,,V,V,V,,,,,,,,13,常用詞,甲烷
15135,焓,7113,Big5-2,,,,,,,,,,,1,,,,1,,
5160,焗,7117,Big5-2,台、客,B,B,,V,,V,,,,,,,,13,常用詞,焗烤
2533,焜,0711C,Big5-1,客,A,A,,V,,V,,,,226,,2,,14,不分類,14 都有收
5880,焠,7120,Big5-2,台,C,,,V,,V,,,,1,,3,,11,,有時拿來取代淬，還有日文會用
5533,焢,7122,Big5-2,,C,,,,,,,,,,,,,12,異體,炕肉飯的民間寫法
6901,焯,0712F,Big5-2,,B,B,,V,,V,,,,22,,4,,8,,
6223,焱,7131,Big5-2,台,B,,,V,,V,,,,42,,4,,10,,
5881,焿,0713F,CJK,客,C,,,,,V,,1,,,,,,11,,羹的常見民間用字
5882,煆,7146,Big5-1,,A,,,V,,V,,,,,,3,,11,科學工程,煆燒
5161,煇,7147,Big5-2,,A,A,,V,,V,,,,108,,3,,13,姓氏、人名,
5534,煊,0714A,CJK,,A,A,,,,,,,,128,,4,,12,姓氏、人名,王建煊
5162,煒,7152,Big5-2,,B,B,,V,V,V,,,,1817,,3,,13,姓氏、人名,
5163,煖,7156,Big5-1,,A,A,,V,,V,,,,51,,2,,13,異體,暖
5164,煨,7168,Big5-1,台、客,A,A,,V,,V,,,,,,3,,13,食物,煨麵
2551,煲,7172,Big5-2,客,B,B,,V,V,V,,,,,,,,14,不分類,14 都有收
6225,煸,7178,Big5-2,,B,,,,,,,,,,,,,10,,
5535,熏,0718F,Big5-2,台,A,A,,V,,V,,,,160,,2,,12,,
5165,熒,7192,Big5-1,,A,A,,V,,V,,,,279,,3,,13,不分類,古文多，現在多做螢的偽繁體？
6226,熗,7197,Big5-2,台,C,,,,,V,,,,,,,,10,,
6227,熠,071A0,Big5-2,,B,B,,V,,V,,,,74,,4,,10,,
6228,熵,071B5,Big5-2,,,,,,,,,,,1,,,,10,,
6229,燁,071C1,Big5-2,客,A,A,,V,,V,,,,649,,3,,10,姓氏、人名,
6231,燔,071D4,Big5-2,,,A,,V,,V,,,,2,,2,,10,,
5166,燠,7.10E+01,Big5-1,,A,A,,V,V,V,,,,,,2,,13,常用詞,溫燠
2582,燼,071FC,Big5-1,,A,A,,V,,V,,,,,,2,,14,不分類,14 都有收
2583,燾,071FE,Big5-1,,A,A,,V,,V,,,,16,,3,,14,不分類,14 都有收
5536,燿,071FF,Big5-2,,A,A,,V,,V,,,,212,,2,人,12,命名常用,
6232,爌,0720C,Big5-2,客,C,,,V,,,,,,,,,,10,,
5167,爲,7232,CJK,,,A,,,,,,,,,,2,人,13,異體,"建議將「爲」「僞」由日文包移至基本包。
漢字文化圈中，僅韓國〈漢文教育用基礎漢字〉將「爲」列為教用字。中國大陸已簡化作「为」，「爲」屬繁體字；香港〈常用字字形表〉收「為」，註「亦作爲」；台灣「常用國字標準字體表」收「為」，「爲」列為異體字；日本〈常用漢字表〉收新字體「為」，舊字體「爲」收於〈人名用漢字表〉。將「爲」作為偏旁之「僞」字亦同。
在使用傳統漢字之華人地區，「爲/僞」仍常見於印刷、手寫，或取名採用之字形。收於日文包可能基於〈人名用漢字表〉，但實際上華語人士才是「爲/僞」之大量使用者，因此應移至基本包為妥。"
6233,爿,0723F,Big5-2,台,B,,,,,V,,,,,,2,,10,,
5168,牀,7240,CJK,,,A,,,,V,,,,,,2,,13,異體,建議基本包增收「牀」。該字為「床」本字，使用傳統漢字之地區仍常見於公共場合與出版物等，又〈香港小學學習字詞表〉收「牀」為教學標準，故「牀」字應可收錄。
5537,犇,7287,CJK,,C,,,,,V,,,,,,2,,12,異體,犇牛堡；奔的異體
8594,犰,072B0,Big5-2,,C,,,V,,V,,,,,,4,,5,,犰狳
5884,犽,072BD,Big5-2,,,,,V,,V,,,,,,,,11,,犽宿
5538,狒,072D2,Big5-2,,B,B,,V,,V,,,,,,2,,12,常用詞,狒狒
10634,狳,072F3,Big5-2,,,,,V,,V,,,,,,4,,3,,犰狳
6907,狻,072FB,Big5-2,,,,,V,,V,,,,,,3,,8,,狻猊
8598,猁,7301,Big5-2,,,,,,,V,,,,,,,,5,,猞猁
5539,猊,0730A,Big5-2,台,,A,,V,,V,,,,,,2,,12,古漢文,狻猊
2651,猝,0731D,Big5-2,,A,A,,V,,V,,,,,,2,,14,不分類,14 都有收
8599,猞,0731E,Big5-2,,,,,,,V,,,,,,,,5,,猞猁
8601,猢,7322,Big5-2,,B,,,V,,V,,,,,,,,5,,樹倒猢猻散
7271,猻,0733B,Big5-2,,C,,,V,,V,,,,,,,,7,,樹倒猢猻散
5885,獒,7352,Big5-2,客,A,A,,V,,V,,,,,,4,,11,,獒犬
5543,獠,7360,Big5-2,台,B,,,V,,V,,,,,,,,12,常用詞,獠牙
6236,獪,0736A,Big5-2,,,A,,V,,V,,,,,,2,,10,,
6909,獴,7374,CJK,,C,,,,,,,,,,,,,8,,狐獴
5169,獼,0737C,Big5-2,,B,B,,V,V,V,,,,,,3,,13,動植物,🐒
5170,獾,0737E,Big5-2,,B,,,V,,V,,,,,,,,13,動植物,🦡
5544,玆,7386,Big5-1,,A,A,,V,,,,,,2,20,,,12,異體,茲
5172,玠,073A0,Big5-2,,B,,,V,,V,,,,642,,3,,13,姓氏、人名,
5173,玥,073A5,Big5-1,,A,A,,,,V,,,,437,,4,,13,姓氏、人名,
6910,玦,073A6,Big5-2,,,,,V,,V,,,,11,,3,,8,,玉玦
5174,珂,073C2,Big5-2,,A,A,,V,,V,,,,89,2,1,人,13,姓氏、人名,
6237,珅,073C5,Big5-2,,B,,,V,,,,,,27,,4,,10,,
2686,珈,073C8,Big5-2,,B,B,,V,,V,,,,1223,,2,人,14,不分類,14 都有收
5175,珉,073C9,CJK,,A,A,,,,V,,,,674,,3,,13,姓氏、人名,
5176,珞,073DE,Big5-1,台、客,A,A,,V,,V,,,3,85,1,2,,13,姓氏、人名,
5886,珣,7.30E+04,Big5-2,,A,A,,V,,V,,,,348,,3,,11,姓氏、人名,
5887,珥,7.30E+06,Big5-2,,A,A,,V,,V,,,,2,,2,,11,命名常用,珠寶業命名愛用
5888,珩,7.30E+10,Big5-2,,A,A,,V,,V,,2,,324,,3,,11,,
5177,珪,073EA,Big5-1,,A,A,,V,,V,,,,18,,1,,13,常用詞,珪藻土
5545,珺,073FA,Big5-2,,B,,,,,,,,,800,,4,,12,姓氏、人名,珺珺
6565,珽,073FD,Big5-2,,A,A,,V,,V,,,,165,,,,9,,
5178,琇,7407,Big5-2,,A,A,,V,V,V,,,,2438,,3,,13,姓氏、人名,
6566,琚,0741A,Big5-2,,B,,,V,,V,,,,11,,3,,9,,
5179,琛,0741B,Big5-1,,A,A,,V,,V,,,,269,8,3,,13,姓氏、人名,
2701,琦,7426,Big5-1,台,A,A,,V,V,V,,,,3816,,3,,14,不分類,14 都有收
5180,琨,7428,Big5-1,,A,A,,V,,V,,,1,345,,3,,13,姓氏、人名,
2703,琬,0742C,Big5-2,,A,A,,V,,V,,,,3399,,3,,14,不分類,14 都有收
5181,琮,0742E,Big5-2,,A,A,,V,,V,,,,1297,,3,,13,姓氏、人名,
6567,琯,0742F,Big5-1,,A,A,,V,,V,,1,,10,,3,,9,,
6568,琰,7430,Big5-2,,A,A,,V,,V,,,,38,,3,,9,,
5182,琲,7432,Big5-2,,B,,,,,V,,,,32,,2,,13,姓氏、人名,明琲
5547,瑀,7440,Big5-2,,A,A,,V,,V,,,,1236,,4,,12,姓氏、人名,
2710,瑄,7444,Big5-2,,A,A,,V,,V,,,,4974,,3,,14,不分類,14 都有收
2711,瑋,0744B,Big5-2,台,A,A,,V,V,V,,,,18548,,3,,14,不分類,14 都有收
6913,瑗,7457,Big5-2,,A,A,,V,,V,,,,163,,3,,8,,
6569,瑠,7460,CJK,,A,A,,,,,,,,,,1,常,9,,瑠公圳
5183,瑢,7462,Big5-2,,A,A,,V,,V,,,,211,,3,,13,姓氏、人名,
5889,瑭,0746D,Big5-1,,A,,,,,,,,,76,,3,,11,命名常用,
6570,瑱,7471,Big5-2,,B,B,,V,,V,,,,249,,4,,9,,
6241,瑳,7473,Big5-2,,A,A,,V,,V,,,,1,10,1,人,10,世界地名,
2725,瑾,0747E,Big5-1,,A,A,,V,V,V,,,,2185,,2,,14,不分類,14 都有收
2726,璀,7480,Big5-1,,A,A,,V,V,V,,,,4,,,,14,不分類,14 都有收
7276,璁,7481,Big5-2,,B,,,V,,V,,,,504,,4,,7,姓氏、人名,
2728,璇,7487,Big5-2,台,A,A,,V,,V,,,,5461,,3,,14,不分類,14 都有收
5548,璉,7489,Big5-2,,A,A,,V,,V,,5,,255,,3,,12,命名常用,
2730,璐,7490,Big5-2,,B,B,,V,,V,,,4,176,,3,,14,不分類,14 都有收
5890,璘,7498,Big5-1,,A,A,,V,,V,,,,332,,3,,11,姓氏、人名,
2732,璞,0749E,Big5-1,台,A,A,,V,V,V,,,1,251,,2,,14,不分類,14 都有收
2733,璟,0749F,Big5-1,,A,A,,V,,V,,,,1387,,3,,14,不分類,14 都有收
2737,璨,074A8,Big5-1,,A,A,,V,V,V,,,,204,,3,,14,不分類,14 都有收
5184,璿,074BF,Big5-1,台,A,A,,V,,V,,,,972,,3,,13,姓氏、人名,
5185,瓔,074D4,Big5-1,,A,A,,V,,V,,,,81,,2,,13,姓氏、人名,楊瓊瓔
6915,瓖,074D6,Big5-1,,A,,,V,,V,,,,2,,4,,8,,
6242,瓚,074DA,Big5-1,,A,A,,V,,V,,,,23,,3,,10,,
6571,瓞,074DE,Big5-2,,C,,,V,,V,,,,,,4,,9,,瓜瓞綿綿
5186,瓤,7.40E+05,Big5-1,台、客,A,,,V,,V,,,,,,,,13,食物,西瓜瓤
5891,瓮,074EE,Big5-2,,,A,,V,,V,,,,,1,2,,11,,甕
5549,甍,0750D,Big5-1,台,A,,,V,,V,,,,1,,2,,12,日文,
2765,甯,0752F,Big5-2,,B,,,V,,V,,,990,784,,3,,14,不分類,14 都有收
2772,町,0753A,Big5-2,台,A,A,,V,V,V,,,,27,13,1,常,14,不分類,14 都有收
5892,甾,0753E,Big5-2,,C,,,V,,V,,,,,,4,,11,偶爾會用,固醇又被稱為「甾醇」
5893,畀,7540,Big5-2,客,,B,,V,,V,,,,5,,4,,11,粵語,
5894,畋,0754B,Big5-1,,A,,,V,,V,,,,4,,2,,11,命名常用,
6573,畎,0754E,Big5-1,,A,,,V,,V,,,,,,4,,9,,
6245,畑,7551,CJK,,A,A,,,,,,1,,,2,1,常,10,日文,常見人名與地名
5895,畯,0756F,Big5-2,,,A,,V,,V,,,,84,,3,,11,,
5188,畿,0757F,Big5-1,,A,A,,V,,V,,,,16,1,1,常,13,常用詞,京畿
5552,疔,7594,Big5-2,台,,,,V,,V,,,,,,2,,12,偶爾會用,疔瘡
5189,疣,075A3,Big5-1,,A,,,V,V,V,,,,,,2,,13,常用詞,臉上長疣
5896,疱,075B1,CJK,台,,A,,,,V,,,,,,2,,11,,疱疹
2803,疸,075B8,Big5-1,台、客,A,A,,V,,V,,,,,,2,,14,不分類,14 都有收
8622,痀,075C0,Big5-2,台、客,C,,,V,,V,,,,,,4,,5,,痀僂 · ㄐㄩ ㄌㄡ
5190,痂,075C2,Big5-1,客,A,A,,V,,V,,,,,,2,,13,常用詞,結痂
2811,痍,075CD,Big5-1,,A,A,,V,,V,,,,,,2,,14,不分類,14 都有收
5553,痒,075D2,Big5-2,,,A,,V,,V,,,,,,2,,12,偶爾會用,今日多作癢的簡體、瘍的異體
5191,痠,7.50E+01,Big5-1,台、客,A,A,,V,V,V,,,,,,4,,13,常用詞,痠痛
6575,痤,7.50E+05,Big5-2,,B,,,V,,V,,,,,,3,,9,,
6247,痧,7.50E+08,Big5-2,台、客,B,,,V,,V,,,,,,4,,10,,
5554,痳,075F3,Big5-1,,A,A,,V,,V,,,,,,2,,12,異體,淋病。此字與痲不同，但大概常被誤用
5555,痹,075F9,Big5-2,台,A,A,,V,,V,,,,,,4,,12,異體,痺
5898,痼,075FC,Big5-2,,A,A,,V,,V,,,,,,2,,11,,痼疾
5192,痾,075FE,Big5-2,,C,,,V,,V,,,,,,2,,13,狀聲詞,
5899,瘖,7616,Big5-2,,C,,,V,V,V,,,,,,3,,11,,瘖啞人士
6248,瘜,0761C,Big5-2,,C,,,V,,,,,,,,4,,10,,
10688,瘝,0761D,Big5-2,,,,,V,,V,,,,,,,,3,,恫瘝在抱
5556,瘢,7622,Big5-1,,A,A,,V,,V,,,,,,2,,12,常用詞,瘢痕
6249,瘺,0763A,Big5-1,,A,,,V,,V,,,,,,,,10,,
6578,瘻,0763B,CJK,客,,A,,,,V,,,,,,2,,9,,瘻管手術
5557,癇,7647,Big5-2,,B,B,,V,,V,,,,,,2,,12,常用詞,癲癇
5558,癈,7648,Big5-2,,,,,V,,V,,,,,,2,,12,異體,廢
2847,癟,0765F,Big5-1,,A,,,V,V,V,,,,,,,,14,不分類,14 都有收
2848,癡,7661,Big5-1,台,A,A,,,,V,,,,,,2,,14,不分類,14 都有收
5559,癤,7664,Big5-2,,A,A,,V,V,V,,,,,,3,,12,科學工程,節癤
9566,癭,0766D,Big5-2,,,,,V,,V,,,,,,3,,4,,蟲癭
5193,癰,7670,Big5-2,台,A,A,,V,,V,,,,,,2,,13,常用詞,癰疽
5194,皋,0768B,Big5-1,,A,,,V,,V,,,10,12,,2,,13,姓氏、人名,
5900,皙,7699,Big5-2,,B,,,V,,V,,,,20,,2,,11,,皙白
7813,皤,076A4,Big5-2,,C,,,V,,V,,,,,,,,6,,白髮皤皤
5901,皸,076B8,Big5-2,,C,,,V,,V,,,,,,2,,11,偶爾會用,皸裂(龜裂) 或是日文好像也有用
5195,盅,076C5,Big5-1,客,A,A,,V,,V,,,,,,3,,13,常用詞,茶盅
8625,盱,076F1,Big5-2,,B,,,V,,V,,,,1,,3,,5,,"建議基本包增收「盱」字。
「盱衡」作為書面語並不罕見。中研院現代漢語語料庫詞頻統計「盱衡(VE)」詞頻2次（排序70282），香港中文大學現代漢語常用字頻統計「盱」字在台灣屬前5000字，字頻3次（8'90年代排序3728）。"
6580,眇,7707,Big5-1,客,A,,,V,V,V,,,,2,,2,,9,,
2903,眈,7708,Big5-2,,A,A,,V,V,V,,,,,,2,,14,不分類,14 都有收
5560,眛,0771B,Big5-2,,C,,,V,,V,,,,,,2,,12,,眛，目不明也。 與昧不同
5561,眥,7725,Big5-2,客,C,,,V,,V,,,,1,,2,,12,,眥睚必報
6250,眯,0772F,Big5-2,台,A,,,V,,V,,,,,,,,10,,
5197,着,7740,CJK,台,,A,,,,,,,,,10,1,常,13,異體,著
2916,睇,7747,Big5-2,,B,B,,V,,V,,,,,,2,,14,不分類,14 都有收
6926,睚,0775A,Big5-2,台、客,B,,,V,,V,,,,,,2,,8,,
5902,睢,7762,Big5-1,,A,,,V,,V,,,13,1,,3,,11,史地用字,
5198,瞅,7785,Big5-2,台,A,A,,V,,V,,,,,,,,13,常用詞,瞅一眼
5199,瞋,0778B,Big5-1,客,A,A,,V,V,V,,,,,,2,,13,常用詞,瞋目
2948,瞼,077BC,Big5-1,,A,A,,V,V,V,,,,,,2,,14,不分類,14 都有收
7293,矧,7.70E+08,Big5-2,,,,,V,,V,,,,,,1,,7,,法律判決、公文用字
6582,矬,077EC,Big5-2,,,,,V,,V,,,,,,4,,9,,hen ㄘㄨㄛˊ
6253,矸,077F8,Big5-2,台,B,,,V,,V,,,,,,,,10,,
5903,砒,7812,Big5-2,台,A,A,,V,,V,,,,,,2,,11,,砒霜
6930,砠,7820,Big5-1,,A,,,V,,V,,,,,,2,,8,,
5904,砦,7826,Big5-2,,A,A,,V,,V,,,,1,,1,人,11,,日文與少數姓氏
2975,砲,7832,Big5-1,台、客,A,A,,V,V,V,,,,,,1,常,14,不分類,14 都有收
6583,砵,7835,Big5-2,,B,B,,V,,V,,,,,,,,9,,
5200,硅,7845,Big5-2,,A,A,,,,V,,,,,,2,,13,常用詞,矽、硅、珪
7296,硍,0784D,Big5-2,,,,,V,,,,,,,,,,7,,but好想收 為了ㄎㄣˋ
6931,硎,0784E,Big5-1,,A,,,V,,V,,,,,,3,,8,,
5562,硐,7850,Big5-2,台,C,,,,,,,2,,,,,,12,台灣地名,侯硐
5563,硒,7852,Big5-2,,A,,,V,,V,,,,,,,,12,科學工程,元素表
5201,确,0786E,Big5-2,客,,,,V,,V,,,,,,3,,13,異體,確
6584,硿,0787F,Big5-1,台,A,,,,,,,1,,,,,,9,,
5564,碁,7881,Big5-2,,A,A,,,,V,,,,24,,1,常,12,,宏碁
5202,碇,7887,Big5-2,台,A,A,,V,,V,36,47,,11,10,1,,13,台灣地名,石碇
5565,碓,7893,Big5-1,台、客,A,,,V,,V,,12,1,,1,1,人,12,台灣地名,水碓景觀公園
5566,碣,078A3,Big5-1,台,A,A,,V,,V,,1,,,1,2,,12,台灣地名,
2996,碴,078B4,Big5-2,,A,,,V,,V,,,,,,,,14,不分類,14 都有收
8648,磔,078D4,Big5-2,,,,,V,,V,,,,,,2,,5,,永字八法、磔刑
6256,磡,7.80E+02,Big5-2,客,B,B,,,,,,,,,,4,,10,,
6257,磧,7.80E+08,Big5-1,,A,,,V,,V,,,,,,2,,10,,
6258,礑,7911,Big5-2,,C,,,,,,,,,,,2,,10,,
5568,礡,7921,Big5-2,,B,B,,,,,,,,1,,,,12,異體,礴；Big5誤收了這個字
6259,礴,7934,CJK,,B,,,V,V,V,,,,,,3,,10,常用詞,氣勢磅礴；Big5誤收成礡字
6260,礽,0793D,Big5-2,,B,,,V,,V,,,,76,,,,10,,
5203,祂,7942,Big5-2,,B,,,V,V,V,,,,,,,,13,常用詞,
5905,祓,7953,Big5-2,,,,,V,,V,,,,1,,2,,11,,
5204,祛,0795B,Big5-2,客,A,A,,V,,V,,,,,,4,,13,常用詞,祛痰、祛災、祛邪
3035,祢,7962,CJK,,,,,,,,,,,,,1,人,14,不分類,14 都有收
6589,禕,7995,Big5-2,,C,,,V,,V,,,,232,,4,,9,,人名
5906,禚,0799A,Big5-2,,C,,,V,,V,,,97,7,,,,11,姓氏、人名,禚家餃子
6590,禛,0799B,Big5-2,,B,B,,,,V,,,,83,,4,,9,,
5570,禰,079B0,Big5-2,,,,,V,,V,,,,,1,1,人,12,命名常用,禰豆子
5205,禳,079B3,Big5-1,,A,A,,V,,V,,,,,,2,,13,地理社會,玉二聖母 禳疫消災祈福 法會
5206,禺,079BA,Big5-1,,A,A,,V,,V,,,,11,,2,,13,中國地名,番禺縣
6262,秈,079C8,Big5-1,,A,,,V,,V,,,,1,,3,,10,,秈稻
3060,秘,079D8,Big5-1,台、客,A,A,,V,V,V,,,64,7,2,1,常,14,不分類,14 都有收
6264,秭,079ED,Big5-2,,B,,,V,,V,,,,11,,3,,10,,中國數字
9594,稉,07A09,CJK,,,,,,,V,,,,,,,,4,,"建議基本包增收「稉」字。
依照教育部辭典與〈常用國字標準字體表〉，應以「粳」為正，「稉」視為異體字。但台灣學術界皆用「稉」而不用「粳」，「秈米/稉米」兩組對應詞組統一從禾字邊，水稻品種如「台稉4號」「台稉9號」也為一般大眾熟知。過去BIG僅收「粳」，且現今多數字型仍缺字之情況下，常以「梗」代「稉」，更造成字碼使用之混亂（此現象另涉及輸入法及字音之爭）。基本包如能補上「稉」字，將有助於減少諸多困擾。"
5907,稗,07A17,Big5-2,台、客,A,A,,V,,V,,,,,,1,,11,,稗官野史
5572,稞,07A1E,Big5-1,,A,,,V,V,V,,,,,,4,,12,食物,青稞
6595,稹,07A39,Big5-2,,,,,V,,V,,,,9,,3,,9,,元稹
5207,穠,07A60,Big5-1,,A,,,V,,V,,,,52,,4,,13,常用詞,穠纖合度
5208,窣,07AA3,Big5-2,台,B,,,V,V,V,,,,,,4,,13,連綿詞,窸窸窣窣
6597,窳,07AB3,Big5-2,,C,,,V,,V,,,,,,3,,9,,minecraft
5209,窸,07AB8,Big5-2,台,B,,,V,V,V,,,,,,,,13,連綿詞,窸窸窣窣
5210,窿,07ABF,Big5-1,客,A,A,,V,V,V,,,,,,2,,13,常用詞,窟窿
5909,竈,07AC8,CJK,台語閱讀越懂,,,,,,V,,,,,1,2,,11,,炭治郎
5573,竑,07AD1,Big5-2,,B,,,V,,V,,,,255,,4,,12,命名常用,
7312,竦,07AE6,Big5-2,,,,,V,,V,,,,1,,2,,7,,悚(ㄙㄨㄥˇ)然
3132,笈,07B08,Big5-2,台,A,A,,V,,V,,,,9,,1,人,14,不分類,14 都有收
5911,笏,07B0F,Big5-2,,A,A,,V,,V,,,,4,2,2,,11,台灣地名,
5912,笪,07B2A,Big5-2,客,B,B,,V,,,,,45,2,,4,,11,中國地名,
7848,笫,07B2B,Big5-2,,B,,,V,,V,,,,,,,,6,,床笫之間
5913,筊,07B4A,Big5-2,台、客,C,,,V,,V,,,,,,,,11,,
5914,筌,07B4C,Big5-2,,A,A,,V,,V,,,,275,,2,,11,,
3147,筑,07B51,Big5-1,,A,A,,V,V,V,,,,3067,42,1,人,14,不分類,14 都有收
5915,筧,07B67,Big5-1,台、客,A,,,V,,V,,4,,3,,2,,11,,
5211,筮,07B6E,Big5-1,,A,A,,V,,V,,,,2,,2,,13,常用詞,卜筮
3152,筱,07B71,Big5-2,客,B,B,,V,,V,,,3,6441,,2,,14,不分類,14 都有收
5574,筴,07B74,Big5-2,,,,,V,,V,,,,,,2,,12,常用詞,竹筴魚
3155,箇,07B87,Big5-1,,A,A,,V,,V,,,,1,1,1,常,14,不分類,14 都有收
5212,箍,07B8D,Big5-2,台、客,A,A,,V,V,V,,,,,,2,,13,常用詞,髮箍
6602,箠,07BA0,Big5-1,台,A,,,V,,V,,,,,,,,9,,
5213,箬,07BAC,Big5-2,台,C,,,V,V,V,,,,1,,,,13,異體,篛
5214,箸,07BB8,Big5-1,台、客,A,A,,V,,V,,,,,,1,常,13,常用詞,筷子
5916,篋,07BCB,Big5-2,台,,,,V,,V,,,,,,2,,11,,
5917,篌,07BCC,Big5-1,,A,,,V,,V,,,,,,2,,11,古漢文,
5575,篝,07BDD,Big5-2,,,B,,V,V,V,,,,,,2,,12,,
5215,篠,07BE0,Big5-1,台,A,A,,V,,V,,,3,6,2,1,人,13,姓氏、人名,
5216,篦,07BE6,Big5-1,台、客,A,,,V,,V,,,,,,2,,13,常用詞,篦子
5576,篳,07BF3,Big5-2,,B,,,V,,V,,,,1,,2,,12,常用詞,篳路藍縷
6937,簋,07C0B,Big5-2,,,,,V,,V,,,,,,4,,8,,故宮文物
3180,簌,07C0C,Big5-1,,A,,,V,,V,,,,,,,,14,不分類,14 都有收
5577,籀,07C40,Big5-1,,A,,,V,,V,,,,,,2,,12,常用詞,籀文
6938,籣,07C63,Big5-1,客,A,,,V,,V,,,,1,,,,8,,
5217,籥,07C65,Big5-1,,A,,,V,,V,,,,1,,2,,13,古漢文,樂器名。古代之管樂器
3205,籽,07C7D,Big5-1,客,A,A,,V,V,V,,1,,3,,,,14,不分類,14 都有收
3206,粄,07C84,Big5-2,客,C,,,V,V,V,,,,,,,,14,不分類,14 都有收
5578,粑,07C91,Big5-2,客,B,,,V,V,V,,,,,,,,12,常用詞,糌粑、粑粑絲
5218,粕,07C95,Big5-1,台、客,A,A,,V,V,V,,,,6,,1,,13,常用詞,糟粕
3210,粘,07C98,Big5-2,,A,A,,V,V,V,,3,9916,598,,1,常,14,不分類,14 都有收
5219,粧,07CA7,Big5-2,台,A,A,,,,V,,,,20,,1,常,13,異體,妝
8709,粨,07CA8,Big5-2,,,,,,,,,,,2,,2,,5,,阿粨(原住民小米粽)
7865,粩,07CA9,CJK,台,,,,,,,,,,,,,,6,,麻粩
5579,粲,07CB2,Big5-2,,A,A,,V,,V,,,,42,2,2,,12,命名常用,
5919,粼,07CBC,Big5-2,,B,B,,V,,V,,,,1,,3,,11,,
3219,粿,07CBF,Big5-2,台,C,,,V,V,V,,,,,,4,,14,不分類,14 都有收
6276,糅,07CC5,Big5-2,,B,B,,V,,V,,,,,,2,,10,,
7866,糌,07CCC,Big5-2,,,,,V,,V,,,,,,,,6,,糌粑
5220,糗,07CD7,Big5-2,,C,,,V,V,V,,,,,,4,,13,常用詞,出糗
3230,糬,07CEC,Big5-2,客,C,,,V,V,V,,,,,,,,14,不分類,14 都有收
3232,糰,07CF0,Big5-1,客,A,,,V,V,V,,,,,,,,14,不分類,14 都有收
5221,糴,07CF4,Big5-2,台、客,B,,,V,,V,,,21,6,,2,,13,常用詞,農耕時代較常用，但今日留在地名多
5922,糶,07CF6,Big5-2,台、客,C,,,V,,V,,,,,,2,,11,台語,糶米
5222,紆,07D06,Big5-1,,A,A,,V,,V,,,,4,,2,,13,常用詞,紆鬱
5581,紈,07D08,Big5-2,,A,A,,V,,V,,,,2,,3,,12,常用詞,紈褲子弟
5223,紓,07D13,Big5-2,,B,B,,V,V,V,,,,105,,3,,13,常用詞,紓困
5224,紘,07D18,Big5-2,,A,A,,V,,V,,,,880,,1,人,13,姓氏、人名,
5923,紬,07D2C,Big5-2,台,,A,,V,,V,,,,1,,1,人,11,日文,綢 人名
6277,紲,07D32,Big5-1,台,A,,,V,,V,,,,,,2,,10,,
5924,紺,07D3A,Big5-2,台,A,A,,V,,V,,,,,,1,常,11,,
5225,絛,07D5B,Big5-1,,A,,,V,V,V,,,,,,2,,13,常用詞,絛蟲
6603,絜,07D5C,Big5-2,,C,,,V,,V,,,,556,,3,,9,姓氏、人名,
6279,絝,07D5D,CJK,,C,,,,,V,,,,,,,,10,,紈絝子弟 紈褲子弟
5583,絣,07D63,Big5-2,,,,,V,,V,,,,,,2,,12,日文,
